user_name,content
成cz啊,
6318点卡姆,
Sunny_FortisLiber,//@桃子与司康:“那时我不在了，但海格依然会在。”[鲜花][鲜花][鲜花]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
温一壶花雕呀,//@zh21zhh:你敲开的不只是哈利一个人的门
hearthurricane_,
也是_小豌豆,//@zh21zhh:你敲开的不只是哈利一个人的门
宇宙小偷_SpaceThief,[苦涩][苦涩][苦涩]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
朴宝剑的babeQ,[泪]//@zh21zhh:你敲开的不只是哈利一个人的门
用户3456987,
LE-JIMS,[蜡烛]//@申申菌:[苦涩][苦涩][苦涩][苦涩][苦涩]天呐
热苏打是甜甜的,昨天刚吃蛋糕[泪]//@晚潮畏渡_:啊[泪]//@白日挞-://@zh21zhh:你敲开的不只是哈利一个人的门
_徐正直,
南京人就是杨呼,
shhdhfhfdhsbebx,
雩风与川,谢谢你的出现，海格。//@zh21zhh:你敲开的不只是哈利一个人的门
Anikia-,
可乐鸡块早点睡觉,海格永远都在[泪]//@你的咸蛋黄掉啦: http://t.cn/A6oI2c02 //@zh21zhh:你敲开的不只是哈利一个人的门
Esnasuou,//@zh21zhh:你敲开的不只是哈利一个人的门
小象不该去玉米地里养花,
Arshia江城,啊[蜡烛]//@别理这个人:[淚]
琦琦儿小疯子,
镇魂小盆友,//@申申菌:[苦涩][苦涩][苦涩][苦涩][苦涩]天呐
沈卓_,
粉鲤鱼吃橘猫,
奇妙失败豚,心已碎//@·不要你离开:wok…[蜡烛][蜡烛][蜡烛]“你敲开的不止哈利一个人的门”
歪梨鼓嘚,
Y整个无语住了,[泪][泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
0z7s1y4,
喵不理小包子,[泪][泪][泪]//@桃子与司康:“那时我不在了，但海格依然会在。”[鲜花][鲜花][鲜花]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
长靖有长进x,
野生珍妮XP,//@橄榄不菜:我天[泪][泪][泪][泪][泪][伤心]
伊墨1217,啊？？[泪][泪]//@一口猹百道:看hp好像是很久以前的事情了。。有点恍惚//@初伏豆莎:好崩溃。。//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
Top-Brandy_,
我觉得你应该记得一点什么,🙏🙏//@zh21zhh:你敲开的不只是哈利一个人的门
呀乖呀淮,
GOING_carat,
你好看的霸霸,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
需卿卿,
Constant丿,
lostartemis-,But Hagrid will[失望]//@Yang羊来了:[失望]
-半間穿梭-,
昼星夜雪,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
KatCatKat_三猫,//@Suka_lazeri:再见，海格。
一鹿乐,[泪]//@吉他他他他他他他他:🥹//@SuikaKP42://@凤凰天使TSKS: 但海格依然会在[泪][泪][泪]//@-卖萌担当-:[泪][泪][泪][泪][泪]  http://t.cn/A6ofeEzD
ruirui0089,
王奶茶爱珍珠,[泪][泪][泪][泪]//@桃子与司康:“那时我不在了，但海格依然会在。”[鲜花][鲜花][鲜花]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
Jobbit拈花微笑,[蜡烛]//@一休哥遁入红尘:rip[蜡烛]//@莓羽美美哒:啊…海格…//@我的名字叫图图-:海格[蜡烛]
月光下的阿拉蕾--Elsa,我相信魔法世界的你们要找个理由假装告别我们[伤心][酸][酸]//@zh21zhh:你敲开的不只是哈利一个人的门
剪秋入春来,
夜未央biubiubiu,
老蚣来了,
小ya嘿嘿啾咪,
吃那么多做什么,
-汗青,[泪][蜡烛]//@Suka_lazeri:再见，海格。
cm群,
然然是个小欢喜,[心][心]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
小王开心不生气,😭😭最好的海格//@大飞桑:🥲//@用脸T怪_://@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
Im自由悦,//@zh21zhh: 你敲开的不只是哈利一个人的门
Moonshot_ly,"Goodbye Hagrid🕯️//@猫撞:Good bye,Hagrid[蜡烛]"
荷尔萌呀,[心]//@潘萌SoPhia:I’ll not be there. But Hagrid will. 这就是创造的力量。JK罗琳创造了哈利波特世界，罗彼创造了银幕上的海格，五十年一百年过去，这些都还会在。//@电子骑士:啊，海格回霍格沃茨了……[泪]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
只是不识字正在查字典,//@小狗睡神Oo://@zh21zhh:你敲开的不只是哈利一个人的门
余里w,[淚][淚][淚]//@zh21zhh:你敲开的不只是哈利一个人的门
Justyoyo酱,
天上行走的乌云wuyunke,我天//@zh21zhh:你敲开的不只是哈利一个人的门
HibbertQ,
十级开心鬼,
支持190娃娃脸矿工统治世界,
R少女的秘密花园,
丸子四小喜,[泪][泪][泪][泪][泪][泪][泪]//@变成小猫的时候不能说话:[泪][泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
猪1猪life,
别跷二朗腿,//@Artravelersr:[苦涩]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
加菲喵kafei,
一碗排骨汤-,右边这句话说得真好[单身狗]//@玉米饼饼呀:🕯️//@zh21zhh:你敲开的不只是哈利一个人的门
哎一古燃烧瓶,海格依然会在//@zh21zhh:你敲开的不只是哈利一个人的门
椰子粉防噪音,
廖皮皮猪,
zh21zhh,
QuailAries,
申申菌,
Suka_lazeri,
-RyanWong-,
PS3保罗,
-lyr1cs-,
-lyr1cs-,
一只傻奥得g,
不靠谱的潇爷是好好先生,
北极以北地,
我的-加油,//@爱读闲书1017:[蜡烛][蜡烛][蜡烛]//@zh21zhh:你敲开的不只是哈利一个人的门
我的-加油,//@爱读闲书1017:[蜡烛][蜡烛][蜡烛]//@zh21zhh:你敲开的不只是哈利一个人的门
变温其妙植物,我生气了。//@自救指东:😭啊啊啊啊//@夹一点心:But Hagrid will.[泪] http://t.cn/A6ofkT5r //@zh21zhh:你敲开的不只是哈利一个人的门
imhlj346,
用户7788427301,
哎呦小灶儿,[泪]//@zh21zhh:你敲开的不只是哈利一个人的门
拒绝滴滴从我做起,
生活是这样子不如诗啊,[泪][泪][泪]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
rouroufaye_aa,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
芒果炒鹅_,哭了//@zh21zhh:你敲开的不只是哈利一个人的门
秃然而已,[蜡烛][蜡烛]霍格沃茨见10.15转//@zh21zhh:你敲开的不只是哈利一个人的门
源于椿雨,好快，两个月了[泪]//@莎士比亚·淑妃:最温柔的巨人[泪]
崔振坤89,//@肥牛卷wonderland:[伤心]
倒数字母表-,看一次难受一次，我的梦一次又一次破碎//@小周坐一下XD:我真的会哭[泪]
蕞爱典典,
Annie-Clover,[泪][泪][泪]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
釜山猴子在拉磨,
冬天有养米,//@紫曦怀里的狐狸:海格去了霍格沃兹吧
皇族担当,[泪]永远等待霍格沃茨的录取通知书//@zh21zhh:你敲开的不只是哈利一个人的门
风起云散1207,
火星时光,
可爱汤圆圆,
Bh黄,
睡觉怎么你了_,吃到了被撞坏的[泪] http://t.cn/A6oFNb0R //@yvskk:还没吃海格蛋糕[泪][蜡烛]
NayekM,我买了，很好吃，谢谢海格[泪][泪][泪] http://t.cn/A6oe5JV5 //@NayekM:我一定要去买个海格给哈利的生日蛋糕吃[泪][泪]
水溶液显中性,
济明长流,
Revo是天使吖,啊啊啊啊啊我今天才知道[泪][泪][泪]//@柒柒suki :[苦涩][苦涩][苦涩]最可爱的海格
麦田-印記,//@译林出版社:#哈利波特海格扮演者去世# 永远的海格！
自然易道,魔法世界的人总得先找个理由先行离开//@Reginawon:天啊[泪][泪][泪]
穿件格兰芬多马甲吧,
自然易道,有童真有坚持//@汤小妞-Saving:[悲伤][泪][蜡烛]RIP
th_hollowmen,//@zh21zhh :你敲开的不只是哈利一个人的门
一只柠檬喵lj,
心想事成的kk,[泪][心]//@zh21zhh:你敲开的不只是哈利一个人的门
-星空流-,
许玉香Ann,
ErrorInu,
啊啊啊取名字真的好难啊别逼我了,//@QuailAries:这个世界不断跟我说「你再不是孩子了」
Xyjwdlh,
一棵椰汁_,
F_Jun君,
淹死那个月亮,
灬夏末微凉_,
LetniWiatr,
zz偏爱修勾,
轩轩想你了R,
微积分羊,
不知道哦O_o,
记忆里的12时12分,
律酥藏,
充电要用TypeC,//@zh21zhh:你敲开的不只是哈利一个人的门
jenny_jin围脖,
Julia_3oO,//@zh21zhh:你敲开的不只是哈利一个人的门
Chennn南鸢,
扫帚用户9447446898,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
被美术80的一生,//@邢立达:他永远留在霍格沃兹了。
筱筱筱筱的梦,
天空是绵绵的糖ccc,//@申申菌:[苦涩][苦涩][苦涩][苦涩][苦涩]天呐
Dorothy_熊猫,
丫丫配吖吖,
糯米糕贴在雪面上,//@zh21zhh:你敲开的不只是哈利一个人的门
蟹老板的小干部,
无敌鳕鱼堡大王,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
sme114catt,
一条琴弦ovo,
听信狐仙上神鬼话,
Kim温柔,[心]但海格依然会在[心]//@zh21zhh:你敲开的不只是哈利一个人的门
是正摆心不是侧摆心,[泪]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
亲亲yeekies,
如积水空明盖竹柏影也,
powqviki,对角巷见😿//@zh21zhh:你敲开的不只是哈利一个人的门
一年只能改一回昵称的普通用户,
看见flowers,@不遇怎知恩
小女人我就是cinderella,Hagrid[泪][抱一抱]//@QuailAries:这个世界不断跟我说「你再不是孩子了」
DD小木201801,//@QuailAries:这个世界不断跟我说「你再不是孩子了」
柚是hanyu呀,怎么才看到，我哭😭//@欣悦于你_:魔法世界里，你永远都在[泪]
吐个泡儿o00,
双份糖浆谢谢,
_喔泡泡泡O,我真的崩溃了[泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
靓仔漫太古,//@zh21zhh:你敲开的不只是哈利一个人的门
江水过春木-,//@zh21zhh:你敲开的不只是哈利一个人的门
早川秋的,海格永远存在于我们每个人的心中//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
早川秋的,//@zh21zhh:你敲开的不只是哈利一个人的门
早川秋的,
吉米火火兔企鹅,
大榕树听夏知秋藏冬盼春,罗彼·考特拉尼不在了，海格还一直在。[悲伤]//@zh21zhh:你敲开的不只是哈利一个人的门。
源来是北海_R,😭😭😭//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
cute莉莉ww,
月满耀星河,[悲伤]时间在前进 但海格永远在//@QuailAries:这个世界不断跟我说「你再不是孩子了」
原子悟理,
今晚早点睡Ruoy,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
匿名热心网友_A,
城堡里没公主7,
阿芬的海豹,这句话……//@QuailAries:这个世界不断跟我说「你再不是孩子了」
___123___123___,//@QuailAries:这个世界不断跟我说「你再不是孩子了」
狂炸天我是,
不吃果冻就不开心,
jjsnake688,
母柿子,
帕拉丝的小小,//@译林出版社:#哈利波特海格扮演者去世# 永远的海格！
做最勇敢的小七,
Eternity_Hoon,
芙麸温白术,
Klari_Reis,
拉科教经济,
回声远歌,
仯莎,
qqcca是我自己,//@zh21zhh:你敲开的不只是哈利一个人的门
帕咕叽,
闲言_Lu,
用户7464087502,//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
多看绿色眼睛好,
ur瑞克姥爷,
Coconuteegloriaaaa_,
不是C_,
一只菲子,
bx·k,
马上有好事发生-,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
抱枕是黄色的,[蜡烛]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
住在深海里的大菠萝QAQ,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
用户7747371401,
Poachedegg_J,[泪]//@气焊熊:啊。。[泪][泪][泪]
守枳016,
XY北俞丶,
Ofra_,
爱吃梨子果,😭//@zh21zhh:你敲开的不只是哈利一个人的门
好脾气骑骑,啊！！！！！//@zherprecious://@zh21zhh:你敲开的不只是哈利一个人的门
Mr_三人禾,
一夜暴富本富,//@申申菌:[苦涩][苦涩][苦涩][苦涩][苦涩]天呐
大派派ya,
六月穿堂风2333,
Adileae,//@冷川诺:转发微博
贪看未遂,//@zh21zhh:你敲开的不只是哈利一个人的门
隔壁小舟_wonwoo-,破大防[泪][泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
--海天雄镇人--,//@译林出版社:#哈利波特海格扮演者去世# 永远的海格！
玄武家的早餐摊,
请叫我杜桑,
买车找我价格优惠,
木南竹生,嗯…//@Carosello:[泪][蜡烛]//@次等水货:[蜡烛]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
淫家才不是Hentai君,海格//@台风君已经弃治了:……
宅女头上长蘑菇,雾草[泪]//@-千两SENRYOU-:[悲伤][悲伤]都退出去了，又回来转这条//@zh21zhh:你敲开的不只是哈利一个人的门
十里亦天涯,
她们欺负我的女儿不会说话,……感觉智商和情商多少都有点毛病//@BABY蓓蓓贝贝:斯内普教授的演员去世的时候没啥感觉 但海格，他是第一个让Harry感受到爱的人呀 是家人，是朋友，毫无条件信任你支持你的温暖的港湾和后盾 海格永远在Hogwarts等我们开学 always [心][心][心][心][心][心]
骑摩托的托马斯,//@希望2022对我好一点的小耗子:🙏//@你的咸蛋黄掉啦: http://t.cn/A6oI2c02 //@zh21zhh:你敲开的不只是哈利一个人的门
_Daphnee,[单身狗]杀我//@zh21zhh:你敲开的不只是哈利一个人的门
快跟我说晚安袄,//@zh21zhh:你敲开的不只是哈利一个人的门
西八啊为什么名称不可用,
faith_废,噢[单身狗]咱们魔法世界再见永远善良的海格//@啊龟de糖果罐:谢谢你敲开了哈利的门，也谢谢你不止是敲开哈利一个人的门……🙏🙏🙏
又焦虑又焦虑,//@Stone_石不转://@zh21zhh:你敲开的不只是哈利一个人的门
香香软软甜甜肉肉,
Jacob这个雅各布,
考拉考拉考拉_,[泪][泪]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
gome篱子伤心收容所,
小羊不乖木,
月神雪_小豆子,
一尾鱼椰,[泪]//@zh21zhh:你敲开的不只是哈利一个人的门
夜夜大喵子,
毛毛可以是毛猫猫,//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
磕一口BG吗,呜呜[泪]//@入江卉卉:🥲//@zh21zhh:你敲开的不只是哈利一个人的门
麝香水星,
CYH的小娇妻,
快乐之新,
--海天雄镇人--,//@译林出版社:#哈利波特海格扮演者去世# 永远的海格！
小谢谢啦,
春天的梦开在冬季,
cfay_泽西,
砂砾畫湖泊,[泪][泪]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
比格战神,//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
范大兵,
拍拍一拍拍,
睡醒了吗阿廖沙,
聊城吃鸡小分队,
用户6219854642,
泡古牌琦,
shiny青梅煮酒,
Monica陪你度过漫长岁月,
请你绕路走,
酸辣粉使劲加醋,
MJ_1919,
有钱等于快乐,
用户7326746708,
m品w,
用户6095765790,
木家吃不胖,
mako酱_想要脱非入欧,//@该昵称属于违法昵称并已被占用: [苦涩][苦涩][苦涩]//@萝卜糖桃桃的抖森喵:啊[苦涩][伤心][蜡烛]//@-卖萌担当-:[泪][泪][泪][泪][泪]  http://t.cn/A6ofeEzD
十块糖儿_,
小魔女and小苹果,
TakeYouToTheMoon,
LmeAaaa,
恰逢花开-,
抹茶红豆打咩,[蜡烛][蜡烛][蜡烛]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
暗藏殺機椰,
用户7555260848,
牛牛_198003,
九六二九啦啦啦,
BCX比特无限,
李三1320,
鼬的碎片,
团炒栗子,
中药在我的血液里流淌,
随随便便的一根木头,
执子之手99999,
祺天大圣01,
1seven_one7,[泪][泪][泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
没有谁不爱花-,//@迷之卡:永远的海格
梦想畅游怼,
我肚子咋又饿了,
危地马拉大食蚁兽也很不错呢,
全世界最好的周杰伦萧甜甜我爱你,
蜜信可可儿,
静候轮回7501,
一年里有二十肆个月,//@zh21zhh:你敲开的不只是哈利一个人的门
愛能克服遠距離·,
MoE-猪zhu,
黑枝黄花,
用户6202224548,
tcaprecipitation,[泪]//@亦方不在杭州:R.I.P[泪][泪][泪][泪][泪]
你一口我一,
骨骨迷小艾,[泪]//@謎謎謎謎儿:[苦涩]//@米口电了鹅:[泪]
弯呢48326,[泪]才发现//@zh21zhh:你敲开的不只是哈利一个人的门
被喂着糖果,
毕无聊,
mingming85027,
我柚来了o,
洲豪cqz,
邂逅的华尔兹,
用户6425788146,
蠢敷敷的喵,
文子690927,
Chinaaping,
A漂泊的人2,
范珍201912,
一帆风顺如履平地,
帅气mingmin,
walljohn82,
秦吉粤,
善为-孝先,
呢称田野,
夜里独白2020,
夜半天明2012,
用户7594423896,
QQ昌江,
楼兰202007,
用户7735742326,
一_997,
孙振-Midy,
什么gy,
甄靠谱-,[苦涩][苦涩][苦涩]//@zh21zhh:你敲开的不只是哈利一个人的门
momo公主殿下,
葬爱要一起,
小曼A8,
想发光要交电费xi,
朋友6627750312,
_三順儿_,
理想型奋斗,
JM_BosCo,
雾会散cc,
伫望向北3985,
sorbaihai,
Verser1019,
用户7212140912,
璉包,
勇敢桃嘻嘻,[泪]//@荞麦枕头发芽芽:🕯️
股魔731,
wei_W_,
星星_月光,
wb没有名字刷刷刷,
用户7408784186,
清清醒醒瞌瞌睡睡,
纠结这个名字一年只能改一次不够,
马踏的燕飞,
用户7487509350,
5Kiwp,
疼痛难免但逃避不可耻,//@你的咸蛋黄掉啦: http://t.cn/A6oI2c02 //@zh21zhh:你敲开的不只是哈利一个人的门
先兆说事,
29Y__,
ShesARebel,
物尽天泽87,
用户7627255369,
用户7626138532,
小春的女孩1988,
务必要减肥的杨某人,[蜡烛][蜡烛][蜡烛]//@室韦包子://@檀烧:啊[蜡烛]//@瞬思莉:多少人一直在等着他带自己去上学……[悲伤]//@邢立达:他永远留在霍格沃兹了。
墨秋江南,
jjsnake688,
shuai_1,
橘黄小牛,
櫶櫷櫸櫹櫼櫽櫾櫿櫹欃櫽,
萧炎帝王,
肥肥canvas,
祝鹿鹿心想事成,//@喜欢的人叫鹿晗:💧//@zh21zhh:你敲开的不只是哈利一个人的门
彚諱闠鼙衋嶲雟壐讟,
大加特加香菜,//@蔬菜仙人XD:[泪][泪][泪]//@潘萌SoPhia:I’ll not be there. But Hagrid will. 这就是创造的力量。JK罗琳创造了哈利波特世界，罗彼创造了银幕上的海格，五十年一百年过去，这些都还会在。//@电子骑士:啊，海格回霍格沃茨了……[泪]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http:/
飘凌芯碎,
胖子李老太太,
加一份椰果o,
mylIfeIs_BLUE,[蜡烛]//@正版困困鼠:woc
梁光夏,
此刻我在地尽头,//@zh21zhh:你敲开的不只是哈利一个人的门
用户6580975464,
此刻我在地尽头,但海格依然会在//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
手谈有乐584,
凉菜丫丫,
超级巴鲁刚300,
一横一横一竖一竖,
乖巧的小锦鲤,
用户6231148511,
ADaubster,我才吃了海格蛋糕😿😿😿😿//@夹浪的爹·奶盖:天哪。。。。。
暁矮亽76687,
诀歌,[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
0星星知我心0,
四季盛葵2,
神秘女郎啊涵,//@zh21zhh:你敲开的不只是哈利一个人的门
126是我是我是我,
蓬蓬芽,
_Diamond03-,
用户6295203281,//@初一王:谢谢你，最坚实的后盾，最忠诚的朋友。[蜡烛]//@KelinSantaFe:[蜡烛]//@zh21zhh:你敲开的不只是哈利一个人的门
用户7297643274,
苏蘇小筱阳陽,[泪]我才看到…//@月野兔啾啾啾:[心]//@zh21zhh:你敲开的不只是哈利一个人的门
谜萌43127,
请无惨出来晒太阳,
s1nN4ko__,🥲什么时候来带我走啊//@奶啵干酪:[泪][泪][泪][泪][泪][泪][泪]//@zh21zhh:你敲开的不只是哈利一个人的门
奢斯礼服,
A程丫丫,
走路V一阵风,
沙沙小方酥,
一起去切斯莱特啊,
欲饮微浅眠-,
注意龙体,我心里的海格一直就长这样//@专业开心吃瓜:[泪][泪][泪][泪][泪]
可爱耶耶哦,
今天先吃明天减肥,
帕拉丝的小小,//@译林出版社:#哈利波特海格扮演者去世# 永远的海格！
会爸飞翔,
袋鼠阿默,
夕阳帝国,
西瓜小头___,
刘蛋杨,
SomeIridescentStorys,
橘肆苡,
小源并不圆,
署名X_,//@zh21zhh:你敲开的不只是哈利一个人的门
手机用户3255570141_675,
小圆并不源,
谈笑风华sal,
蔬菜仙人XD,[泪][泪][泪]//@潘萌SoPhia:I’ll not be there. But Hagrid will. 这就是创造的力量。JK罗琳创造了哈利波特世界，罗彼创造了银幕上的海格，五十年一百年过去，这些都还会在。//@电子骑士:啊，海格回霍格沃茨了……[泪]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
区录头脑,
sbacjer,
小猫为何这样,
用户7466995464,
梦的尾声和清晨一样干净丶,//@凤凰天使TSKS:但海格依然会在[泪][泪][泪]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
暮烨络合物,唉//@SaSaLand:RIP//@KelinSantaFe:[蜡烛]//@zh21zhh:你敲开的不只是哈利一个人的门
碎碎念少女霄,
this张大小姐,
gznyz888,
小黑-o-,
black大同张君,
Magic好运遁甲,海格的陪伴依然会在//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
水岸半岛,
某聪,//@山水一瓣:[蜡烛]//@Snow甜豆酱:[泪][泪][泪][泪]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
琴师明月人02749,
-乘七,[苦涩][苦涩][苦涩][伤心][伤心][伤心][蜡烛][蜡烛][蜡烛]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
六十三想要猫猫隐士,
ScreamingSoda,😿//@這裡是黄瓜://@創chhuang:[失望]//@-RyanWong-:[泪][泪]
cj一克拉眼泪,
用户7366075934,
mbnn123456789,
Caryhear,
薇薇安兔子,
Winnie的噗桑,一秒破防[苦涩][苦涩][苦涩]//@Panda盼子:影视告诉我:你还小。生活告诉我:你老了。//@QuailAries:这个世界不断跟我说「你再不是孩子了」
用户7440092262,
用户5653376323,
木星禾,
百川lej,
早上好eva,//@QuailAries:这个世界不断跟我说「你再不是孩子了」
用户6536460881,
用户6010341510,
也许是时候走了,
nn四季春,//@zh21zhh:你敲开的不只是哈利一个人的门
叔叔比雪还纯洁LS,
白学公主seven,
赋年兮_,
用户6702074004,
用户7588410021,
小马是废话大王,[泪]//@次等水货:[蜡烛]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
RADGEED,
用户7371932907,
阿门爱包子,
LEE_LittleTU,[泪][泪][泪]//@你的咸蛋黄掉啦: http://t.cn/A6oI2c02 //@zh21zhh:你敲开的不只是哈利一个人的门
jelly_gi,我会哭//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
glary621119,
刘俊江1989,
大连酒窝王震,
能量消耗531,
嘻睿啊,"It's not a really goodbye,hagrid//@邢立达:他永远留在霍格沃兹了。"
·旺仔QQ糖·,//@zh21zhh:你敲开的不只是哈利一个人的门
灰灰的居居,[蜡烛]//@一顿喝牛奶喝一斤:哎//@鸸鹋动物园:[蜡烛]
Sunday灬V5,
一个沈猫猫,
风风光光89746,
手机用户3309753615,
住在云上的鱼198401,
乌龙茶大王哈哈哈,
今晚别再熬夜啦_,
小瑾子118,
大闻希,
睡眠桃_幸运降凌z,
Rascal200801,
我一定会发发发发大财的耶,
用户7307057732,
Evie_yy7,
大考官A00160052,//@zh21zhh:你敲开的不只是哈利一个人的门
小呀么小河豚儿,
海子的饕餮盛宴,走好，谢谢你//@Cocainemin:谢谢你//@你的咸蛋黄掉啦: http://t.cn/A6oI2c02 //@zh21zhh:你敲开的不只是哈利一个人的门
老掉牙的温存,
五月立夏生的女女,
SOLA_Ci,[泪]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
撑把小纸伞x,[蜡烛]//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
橘生KOZUE,我们的好朋友[抱一抱][蜡烛]//@木之本婴有棵树:R.I.P[苦涩]
咕嘟0917,[泪]//@·一捧月亮:谢谢你，海格永远都在[苦涩]//@杨京墨L:海格依然会在林场照顾那些神奇动物和巨型南瓜。 http://t.cn/A6ofF4Zn //@zh21zhh:你敲开的不只是哈利一个人的门
爱吃河粉的广东青年,
几亩186,
扎扎实实阿扎,//@次等水货:[蜡烛]//@何小沁:这句印象最深//@-卖萌担当-:[泪][泪][泪][泪][泪] http://t.cn/A6ofeEzD
菜菜芒果面包,//@zh21zhh:你敲开的不只是哈利一个人的门
猪猪瑶欢乐园,
kongkong2046,
流年似水只取一瓢,
不yi感冒的GG,
莱莱莱yxkk,我的童年渐行渐远了//@QuailAries:这个世界不断跟我说「你再不是孩子了」
改名太难了5555,
君君celineNG,
我不要做拖沓大王啊,天//@橙汁和爱凤的快乐生活:[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]我小时候看电影的时候超喜欢他//@zh21zhh:你敲开的不只是哈利一个人的门
蜡笔小妍熬,
昭星序,
大叶糖candy,
我们平时常说话的,
hdvfhrgb,
罗杰Super杰,
好运连连绵,
缪吊斯,
mimosa48702,
三野浟,还是想转一下这句//@zh21zhh :你敲开的不只是哈利一个人的门
姑苏古琴夷陵笛,
黄驿开奶奶_586,[抱抱]//@haru微凉:霍格沃兹这么早就开学了吗[泪]
律和YUAN,
-你别过来-,
耶一只,[苦涩]//@zh21zhh:你敲开的不只是哈利一个人的门
求日落时间·9291,[泪] http://t.cn/A6oMShc2 //@zh21zhh:你敲开的不只是哈利一个人的门
PoliteYan,
V_Scorpio,
用户7309908023,
颓废村民b-,OMG//@申申菌:[苦涩][苦涩][苦涩][苦涩][苦涩]天呐
我想问下zzz,
爱橙子的卷,
